dataset_name,table_name,column_name,ordinal_position,data_type,is_nullable
models_v4,production_training_data_1m,trump_mentions,47,INTEGER,True
models_v4,production_training_data_1m,trumpxi_china_mentions,48,INTEGER,True
models_v4,production_training_data_1m,trump_xi_co_mentions,49,INTEGER,True
models_v4,production_training_data_1m,xi_mentions,50,INTEGER,True
models_v4,production_training_data_1m,tariff_mentions,51,INTEGER,True
models_v4,production_training_data_1m,co_mention_sentiment,52,FLOAT,True
models_v4,production_training_data_1m,trumpxi_sentiment_volatility,53,FLOAT,True
models_v4,production_training_data_1m,trumpxi_policy_impact,54,FLOAT,True
models_v4,production_training_data_1m,max_policy_impact,55,FLOAT,True
models_v4,production_training_data_1m,tension_index,56,FLOAT,True
models_v4,production_training_data_1m,volatility_multiplier,57,FLOAT,True
models_v4,production_training_data_1m,co_mentions_7d_ma,58,FLOAT,True
models_v4,production_training_data_1m,trumpxi_volatility_30d_ma,59,FLOAT,True
models_v4,production_training_data_1m,china_tariff_rate,60,FLOAT,True
models_v4,production_training_data_1m,brazil_market_share,61,FLOAT,True
models_v4,production_training_data_1m,us_export_impact,62,FLOAT,True
models_v4,production_training_data_1m,tradewar_event_vol_mult,63,FLOAT,True
models_v4,production_training_data_1m,trade_war_intensity,64,FLOAT,True
models_v4,production_training_data_1m,trade_war_impact_score,65,FLOAT,True
models_v4,production_training_data_1m,is_wasde_day,66,INTEGER,True
models_v4,production_training_data_1m,is_fomc_day,67,INTEGER,True
models_v4,production_training_data_1m,is_china_holiday,68,INTEGER,True
models_v4,production_training_data_1m,is_crop_report_day,69,INTEGER,True
models_v4,production_training_data_1m,is_stocks_day,70,INTEGER,True
models_v4,production_training_data_1m,is_planting_day,71,INTEGER,True
models_v4,production_training_data_1m,is_major_usda_day,72,INTEGER,True
models_v4,production_training_data_1m,event_impact_level,73,INTEGER,True
models_v4,production_training_data_1m,days_to_next_event,74,INTEGER,True
models_v4,production_training_data_1m,days_since_last_event,75,INTEGER,True
models_v4,production_training_data_1m,pre_event_window,76,INTEGER,True
models_v4,production_training_data_1m,post_event_window,77,INTEGER,True
models_v4,production_training_data_1m,event_vol_mult,78,FLOAT,True
models_v4,production_training_data_1m,is_options_expiry,79,INTEGER,True
models_v4,production_training_data_1m,is_quarter_end,80,INTEGER,True
models_v4,production_training_data_1m,is_month_end,81,INTEGER,True
models_v4,production_training_data_1m,palm_lag1,82,FLOAT,True
models_v4,production_training_data_1m,palm_lag2,83,FLOAT,True
models_v4,production_training_data_1m,palm_lag3,84,FLOAT,True
models_v4,production_training_data_1m,palm_momentum_3d,85,FLOAT,True
models_v4,production_training_data_1m,crude_lag1,86,FLOAT,True
models_v4,production_training_data_1m,crude_lag2,87,FLOAT,True
models_v4,production_training_data_1m,crude_momentum_2d,88,FLOAT,True
models_v4,production_training_data_1m,vix_lag1,89,FLOAT,True
models_v4,production_training_data_1m,vix_lag2,90,FLOAT,True
models_v4,production_training_data_1m,vix_spike_lag1,91,INTEGER,True
models_v4,production_training_data_1m,dxy_lag1,92,FLOAT,True
models_v4,production_training_data_1m,dxy_lag2,93,FLOAT,True
models_v4,production_training_data_1m,dxy_momentum_3d,94,FLOAT,True
models_v4,production_training_data_1m,corn_lag1,95,FLOAT,True
models_v4,production_training_data_1m,wheat_lag1,96,FLOAT,True
models_v4,production_training_data_1m,corn_soy_ratio_lag1,97,FLOAT,True
models_v4,production_training_data_1m,palm_lead2_correlation,98,FLOAT,True
models_v4,production_training_data_1m,crude_lead1_correlation,99,FLOAT,True
models_v4,production_training_data_1m,vix_lead1_correlation,100,FLOAT,True
models_v4,production_training_data_1m,dxy_lead1_correlation,101,FLOAT,True
models_v4,production_training_data_1m,palm_direction_correct,102,INTEGER,True
models_v4,production_training_data_1m,crude_direction_correct,103,INTEGER,True
models_v4,production_training_data_1m,vix_inverse_correct,104,INTEGER,True
models_v4,production_training_data_1m,lead_signal_confidence,105,FLOAT,True
models_v4,production_training_data_1m,momentum_divergence,106,INTEGER,True
models_v4,production_training_data_1m,palm_accuracy_30d,107,FLOAT,True
models_v4,production_training_data_1m,crude_accuracy_30d,108,FLOAT,True
models_v4,production_training_data_1m,leadlag_zl_price,109,FLOAT,True
models_v4,production_training_data_1m,weather_brazil_temp,110,FLOAT,True
models_v4,production_training_data_1m,weather_brazil_precip,111,FLOAT,True
models_v4,production_training_data_1m,weather_argentina_temp,112,FLOAT,True
models_v4,production_training_data_1m,weather_us_temp,113,FLOAT,True
models_v4,production_training_data_1m,avg_sentiment,114,FLOAT,True
models_v4,production_training_data_1m,sentiment_volatility,115,FLOAT,True
models_v4,production_training_data_1m,sentiment_volume,116,INTEGER,True
models_v4,production_training_data_1m,day_of_week,117,INTEGER,True
models_v4,production_training_data_1m,month,118,INTEGER,True
models_v4,production_training_data_1m,quarter,119,INTEGER,True
models_v4,production_training_data_1m,cftc_commercial_long,120,FLOAT,True
models_v4,production_training_data_1m,cftc_commercial_short,121,FLOAT,True
models_v4,production_training_data_1m,cftc_commercial_net,122,FLOAT,True
models_v4,production_training_data_1m,cftc_managed_long,123,FLOAT,True
models_v4,production_training_data_1m,cftc_managed_short,124,FLOAT,True
models_v4,production_training_data_1m,cftc_managed_net,125,FLOAT,True
models_v4,production_training_data_1m,cftc_open_interest,126,FLOAT,True
models_v4,production_training_data_1m,treasury_10y_yield,127,FLOAT,True
models_v4,production_training_data_1m,econ_gdp_growth,128,FLOAT,True
models_v4,production_training_data_1m,econ_inflation_rate,129,FLOAT,True
models_v4,production_training_data_1m,econ_unemployment_rate,130,FLOAT,True
models_v4,production_training_data_1m,news_article_count,131,INTEGER,True
models_v4,production_training_data_1m,news_avg_score,132,FLOAT,True
models_v4,production_training_data_1m,rsi_proxy,133,FLOAT,True
models_v4,production_training_data_1m,bb_width,134,FLOAT,True
models_v4,production_training_data_1m,price_ma_ratio,135,FLOAT,True
models_v4,production_training_data_1m,momentum_30d,136,FLOAT,True
models_v4,production_training_data_1m,macd_proxy,137,FLOAT,True
models_v4,production_training_data_1m,day_of_week_num,138,INTEGER,True
models_v4,production_training_data_1m,day_of_month,139,INTEGER,True
models_v4,production_training_data_1m,month_num,140,INTEGER,True
models_v4,production_training_data_1m,seasonal_sin,141,FLOAT,True
models_v4,production_training_data_1m,seasonal_cos,142,FLOAT,True
models_v4,production_training_data_1m,volatility_regime,143,STRING,True
models_v4,production_training_data_1m,time_weight,144,FLOAT,True
models_v4,production_training_data_1m,usd_cny_rate,145,FLOAT,True
models_v4,production_training_data_1m,usd_brl_rate,146,FLOAT,True
models_v4,production_training_data_1m,dollar_index,147,FLOAT,True
models_v4,production_training_data_1m,usd_cny_7d_change,148,FLOAT,True
models_v4,production_training_data_1m,usd_brl_7d_change,149,FLOAT,True
models_v4,production_training_data_1m,dollar_index_7d_change,150,FLOAT,True
models_v4,production_training_data_1m,fed_funds_rate,151,FLOAT,True
models_v4,production_training_data_1m,real_yield,152,FLOAT,True
models_v4,production_training_data_1m,yield_curve,153,FLOAT,True
models_v4,production_training_data_1m,supply_demand_ratio,154,FLOAT,True
models_v4,production_training_data_1m,br_yield,155,FLOAT,True
models_v4,production_training_data_1m,cn_imports,156,FLOAT,True
models_v4,production_training_data_1m,vix_index_new,157,FLOAT,True
models_v4,production_training_data_1m,crude_oil_wti_new,158,FLOAT,True
models_v4,production_training_data_1m,wti_7d_change,159,FLOAT,True
models_v4,production_training_data_1m,is_low_vol,160,INTEGER,True
models_v4,production_training_data_1m,is_normal_vol,161,INTEGER,True
models_v4,production_training_data_1m,is_high_vol,162,INTEGER,True
models_v4,production_training_data_1m,cn_imports_fixed,163,FLOAT,True
models_v4,production_training_data_1m,argentina_export_tax,164,FLOAT,True
models_v4,production_training_data_1m,argentina_china_sales_mt,165,FLOAT,True
models_v4,production_training_data_1m,argentina_competitive_threat,166,INTEGER,True
models_v4,production_training_data_1m,industrial_demand_index,167,FLOAT,True
models_v4,production_training_data_1m,fx_usd_ars_30d_z,168,FLOAT,True
models_v4,production_training_data_1m,fx_usd_myr_30d_z,169,FLOAT,True
models_v4,production_training_data_1m,palm_price,170,FLOAT,True
models_v4,production_training_data_1m,crude_price,171,FLOAT,True
models_v4,production_training_data_1m,vix_level,172,FLOAT,True
models_v4,production_training_data_1m,dxy_level,173,FLOAT,True
models_v4,production_training_data_1m,rn,174,INTEGER,True
models_v4,production_training_data_1m,zl_price_lag1,175,FLOAT,True
models_v4,production_training_data_1m,zl_price_lag7,176,FLOAT,True
models_v4,production_training_data_1m,zl_price_lag30,177,FLOAT,True
models_v4,production_training_data_1m,return_1d,178,FLOAT,True
models_v4,production_training_data_1m,return_7d,179,FLOAT,True
models_v4,production_training_data_1m,ma_7d,180,FLOAT,True
models_v4,production_training_data_1m,ma_30d,181,FLOAT,True
models_v4,production_training_data_1m,volatility_30d,182,FLOAT,True
models_v4,production_training_data_1m,corr_zl_palm_7d,183,FLOAT,True
models_v4,production_training_data_1m,corr_zl_palm_30d,184,FLOAT,True
models_v4,production_training_data_1m,corr_zl_palm_90d,185,FLOAT,True
models_v4,production_training_data_1m,corr_zl_palm_180d,186,FLOAT,True
models_v4,production_training_data_1m,corr_zl_palm_365d,187,FLOAT,True
models_v4,production_training_data_1m,corr_zl_crude_7d,188,FLOAT,True
models_v4,production_training_data_1m,corr_zl_crude_30d,189,FLOAT,True
models_v4,production_training_data_1m,corr_zl_crude_90d,190,FLOAT,True
models_v4,production_training_data_1m,corr_zl_crude_180d,191,FLOAT,True
models_v4,production_training_data_1m,corr_zl_crude_365d,192,FLOAT,True
models_v4,production_training_data_1m,corr_zl_vix_7d,193,FLOAT,True
models_v4,production_training_data_1m,corr_zl_vix_30d,194,FLOAT,True
models_v4,production_training_data_1m,corr_zl_vix_90d,195,FLOAT,True
models_v4,production_training_data_1m,corr_zl_vix_180d,196,FLOAT,True
models_v4,production_training_data_1m,corr_zl_vix_365d,197,FLOAT,True
models_v4,production_training_data_1m,corr_zl_dxy_7d,198,FLOAT,True
models_v4,production_training_data_1m,corr_zl_dxy_30d,199,FLOAT,True
models_v4,production_training_data_1m,corr_zl_dxy_90d,200,FLOAT,True
models_v4,production_training_data_1m,corr_zl_dxy_180d,201,FLOAT,True
models_v4,production_training_data_1m,corr_zl_dxy_365d,202,FLOAT,True
models_v4,production_training_data_1m,corr_zl_corn_7d,203,FLOAT,True
models_v4,production_training_data_1m,corr_zl_corn_30d,204,FLOAT,True
models_v4,production_training_data_1m,corr_zl_corn_90d,205,FLOAT,True
models_v4,production_training_data_1m,corr_zl_corn_365d,206,FLOAT,True
models_v4,production_training_data_1m,corr_zl_wheat_7d,207,FLOAT,True
models_v4,production_training_data_1m,corr_zl_wheat_30d,208,FLOAT,True
models_v4,production_training_data_1m,corr_palm_crude_30d,209,FLOAT,True
models_v4,production_training_data_1m,corr_corn_wheat_30d,210,FLOAT,True
models_v4,production_training_data_1m,bb_upper,211,FLOAT,True
models_v4,production_training_data_1m,bb_middle,212,FLOAT,True
models_v4,production_training_data_1m,bb_lower,213,FLOAT,True
models_v4,production_training_data_1m,bb_percent,214,FLOAT,True
models_v4,production_training_data_1m,rsi_14,215,FLOAT,True
models_v4,production_training_data_1m,macd_line,216,FLOAT,True
models_v4,production_training_data_1m,macd_signal,217,FLOAT,True
models_v4,production_training_data_1m,macd_histogram,218,FLOAT,True
models_v4,production_training_data_1m,ma_90d,219,FLOAT,True
models_v4,production_training_data_1m,brazil_temp_c,220,FLOAT,True
models_v4,production_training_data_1m,brazil_precip_mm,221,FLOAT,True
models_v4,production_training_data_1m,brazil_conditions_score,222,FLOAT,True
models_v4,production_training_data_1m,brazil_heat_stress_days,223,INTEGER,True
models_v4,production_training_data_1m,brazil_drought_days,224,INTEGER,True
models_v4,production_training_data_1m,brazil_flood_days,225,INTEGER,True
models_v4,production_training_data_1m,argentina_temp_c,226,FLOAT,True
models_v4,production_training_data_1m,argentina_precip_mm,227,FLOAT,True
models_v4,production_training_data_1m,argentina_conditions_score,228,FLOAT,True
models_v4,production_training_data_1m,argentina_heat_stress_days,229,INTEGER,True
models_v4,production_training_data_1m,argentina_drought_days,230,INTEGER,True
models_v4,production_training_data_1m,argentina_flood_days,231,INTEGER,True
models_v4,production_training_data_1m,us_midwest_temp_c,232,FLOAT,True
models_v4,production_training_data_1m,us_midwest_precip_mm,233,FLOAT,True
models_v4,production_training_data_1m,us_midwest_conditions_score,234,FLOAT,True
models_v4,production_training_data_1m,us_midwest_heat_stress_days,235,INTEGER,True
models_v4,production_training_data_1m,us_midwest_drought_days,236,INTEGER,True
models_v4,production_training_data_1m,us_midwest_flood_days,237,INTEGER,True
models_v4,production_training_data_1m,global_weather_risk_score,238,FLOAT,True
models_v4,production_training_data_1m,soybean_meal_price,239,FLOAT,True
models_v4,production_training_data_1m,usd_index,240,FLOAT,True
models_v4,production_training_data_1m,gdp_growth,241,FLOAT,True
models_v4,production_training_data_1m,unemployment_rate,242,FLOAT,True
models_v4,production_training_data_1m,cpi_yoy,243,FLOAT,True
models_v4,production_training_data_1m,atr_14,244,FLOAT,True
models_v4,production_training_data_1m,historical_volatility_30d,245,FLOAT,True
models_v4,production_training_data_1m,corn_zl_correlation_30d,246,FLOAT,True
models_v4,production_training_data_1m,wheat_zl_correlation_30d,247,FLOAT,True
models_v4,production_training_data_1m,crude_zl_correlation_30d,248,FLOAT,True
models_v4,production_training_data_1m,usd_zl_correlation_30d,249,FLOAT,True
models_v4,production_training_data_1m,seasonal_month_factor,250,FLOAT,True
models_v4,production_training_data_1m,price_momentum_1w,251,FLOAT,True
models_v4,production_training_data_1m,price_momentum_1m,252,FLOAT,True
models_v4,production_training_data_1m,volume_sma_ratio,253,FLOAT,True
models_v4,production_training_data_1m,economic_stress_index,254,FLOAT,True
models_v4,production_training_data_1m,trump_soybean_sentiment_7d,255,FLOAT,True
models_v4,production_training_data_1m,trump_agricultural_impact_30d,256,FLOAT,True
models_v4,production_training_data_1m,trump_soybean_relevance_30d,257,FLOAT,True
models_v4,production_training_data_1m,days_since_trump_policy,258,INTEGER,True
models_v4,production_training_data_1m,trump_policy_intensity_14d,259,FLOAT,True
models_v4,production_training_data_1m,social_sentiment_momentum_7d,260,FLOAT,True
models_v4,production_training_data_1m,social_sentiment_avg,261,FLOAT,True
models_v4,production_training_data_1m,social_sentiment_volatility,262,FLOAT,True
models_v4,production_training_data_1m,social_post_count,263,INTEGER,True
models_v4,production_training_data_1m,bullish_ratio,264,FLOAT,True
models_v4,production_training_data_1m,bearish_ratio,265,FLOAT,True
models_v4,production_training_data_1m,social_sentiment_7d,266,FLOAT,True
models_v4,production_training_data_1m,social_volume_7d,267,INTEGER,True
models_v4,production_training_data_1m,trump_policy_events,268,INTEGER,True
models_v4,production_training_data_1m,trump_policy_impact_avg,269,FLOAT,True
models_v4,production_training_data_1m,trump_policy_impact_max,270,FLOAT,True
models_v4,production_training_data_1m,trade_policy_events,271,INTEGER,True
models_v4,production_training_data_1m,china_policy_events,272,INTEGER,True
models_v4,production_training_data_1m,ag_policy_events,273,INTEGER,True
models_v4,production_training_data_1m,trump_policy_7d,274,FLOAT,True
models_v4,production_training_data_1m,trump_events_7d,275,INTEGER,True
models_v4,production_training_data_1m,soybean_weekly_sales,276,FLOAT,True
models_v4,production_training_data_1m,soybean_oil_weekly_sales,277,FLOAT,True
models_v4,production_training_data_1m,soybean_meal_weekly_sales,278,FLOAT,True
models_v4,production_training_data_1m,china_soybean_sales,279,FLOAT,True
models_v4,production_training_data_1m,china_news_count,280,INTEGER,True
models_v4,production_training_data_1m,biofuel_news_count,281,INTEGER,True
models_v4,production_training_data_1m,tariff_news_count,282,INTEGER,True
models_v4,production_training_data_1m,weather_news_count,283,INTEGER,True
models_v4,production_training_data_1m,news_intelligence_7d,284,FLOAT,True
models_v4,production_training_data_1m,news_volume_7d,285,INTEGER,True
models_v4,production_training_data_1m,news_sentiment_avg,286,FLOAT,True
models_v4,production_training_data_1m,cftc_commercial_extreme,287,FLOAT,True
models_v4,production_training_data_1m,cftc_spec_extreme,288,FLOAT,True
models_v4,production_training_data_1m,usd_ars_rate,289,FLOAT,True
models_v4,production_training_data_1m,usd_myr_rate,290,FLOAT,True
models_v4,production_training_data_1m,rin_d4_price,291,FLOAT,True
models_v4,production_training_data_1m,rin_d5_price,292,FLOAT,True
models_v4,production_training_data_1m,rin_d6_price,293,FLOAT,True
models_v4,production_training_data_1m,rfs_mandate_biodiesel,294,FLOAT,True
models_v4,production_training_data_1m,rfs_mandate_advanced,295,FLOAT,True
models_v4,production_training_data_1m,rfs_mandate_total,296,FLOAT,True
models_v4,production_training_data_1m,china_weekly_cancellations_mt,297,FLOAT,True
models_v4,production_training_data_1m,argentina_vessel_queue_count,298,INTEGER,True
models_v4,production_training_data_1m,argentina_port_throughput_teu,299,FLOAT,True
models_v4,production_training_data_1m,baltic_dry_index,300,FLOAT,True
models_v4,production_training_data_1m,ma_50d,301,FLOAT,True
models_v4,production_training_data_1m,ma_100d,302,FLOAT,True
models_v4,production_training_data_1m,ma_200d,303,FLOAT,True
models_v4,production_training_data_1m,volatility_90d,304,FLOAT,True
models_v4,production_training_data_1m,price_momentum_7d,305,FLOAT,True
models_v4,production_training_data_1m,price_momentum_30d,306,FLOAT,True
models_v4,production_training_data_1m,price_vs_ma30,307,FLOAT,True
models_v4,production_training_data_1m,price_vs_ma200,308,FLOAT,True
models_v4,production_training_data_1m,ma50_vs_ma200,309,FLOAT,True
models_v4,production_training_data_1m,is_golden_cross,310,INTEGER,True
models_v4,production_training_data_1m,yahoo_data_source,311,STRING,True
models_v4,production_training_data_1m,heating_oil_price,312,FLOAT,True
models_v4,production_training_data_1m,natural_gas_price,313,FLOAT,True
models_v4,production_training_data_1m,gasoline_price,314,FLOAT,True
models_v4,production_training_data_1m,sugar_price,315,FLOAT,True
models_v4,production_training_data_1m,icln_price,316,FLOAT,True
models_v4,production_training_data_1m,tan_price,317,FLOAT,True
models_v4,production_training_data_1m,dba_price,318,FLOAT,True
models_v4,production_training_data_1m,vegi_price,319,FLOAT,True
models_v4,production_training_data_1m,biodiesel_spread,320,FLOAT,True
models_v4,production_training_data_1m,ethanol_spread,321,FLOAT,True
models_v4,production_training_data_1m,biofuel_crack,322,FLOAT,True
models_v4,production_training_data_1m,clean_energy_momentum_30d,323,FLOAT,True
models_v4,production_training_data_1m,clean_energy_momentum_7d,324,FLOAT,True
models_v4,production_training_data_1m,nat_gas_impact,325,FLOAT,True
models_v4,production_training_data_1m,sugar_ethanol_spread,326,FLOAT,True
models_v4,production_training_data_1m,biodiesel_margin,327,FLOAT,True
models_v4,production_training_data_1m,ethanol_margin,328,FLOAT,True
models_v4,production_training_data_1m,oil_to_gas_ratio,329,FLOAT,True
models_v4,production_training_data_1m,soy_to_corn_ratio,330,FLOAT,True
models_v4,production_training_data_1m,biodiesel_spread_ma30,331,FLOAT,True
models_v4,production_training_data_1m,ethanol_spread_ma30,332,FLOAT,True
models_v4,production_training_data_1m,biodiesel_spread_vol,333,FLOAT,True
models_v4,production_training_data_1m,ethanol_spread_vol,334,FLOAT,True
models_v4,production_training_data_1m,soyb_close,335,FLOAT,True
models_v4,production_training_data_1m,soyb_ma_7d,336,FLOAT,True
models_v4,production_training_data_1m,soyb_ma_30d,337,FLOAT,True
models_v4,production_training_data_1m,soyb_ma_200d,338,FLOAT,True
models_v4,production_training_data_1m,soyb_rsi_14,339,FLOAT,True
models_v4,production_training_data_1m,soyb_macd_line,340,FLOAT,True
models_v4,production_training_data_1m,soyb_bb_upper,341,FLOAT,True
models_v4,production_training_data_1m,soyb_bb_width,342,FLOAT,True
models_v4,production_training_data_1m,soyb_atr_14,343,FLOAT,True
models_v4,production_training_data_1m,soyb_momentum_10,344,FLOAT,True
models_v4,production_training_data_1m,corn_etf_close,345,FLOAT,True
models_v4,production_training_data_1m,corn_etf_ma_7d,346,FLOAT,True
models_v4,production_training_data_1m,corn_etf_ma_30d,347,FLOAT,True
models_v4,production_training_data_1m,corn_etf_ma_200d,348,FLOAT,True
models_v4,production_training_data_1m,corn_etf_rsi_14,349,FLOAT,True
models_v4,production_training_data_1m,corn_etf_macd_line,350,FLOAT,True
models_v4,production_training_data_1m,corn_etf_bb_upper,351,FLOAT,True
models_v4,production_training_data_1m,corn_etf_bb_width,352,FLOAT,True
models_v4,production_training_data_1m,corn_etf_atr_14,353,FLOAT,True
models_v4,production_training_data_1m,corn_etf_momentum_10,354,FLOAT,True
models_v4,production_training_data_1m,weat_close,355,FLOAT,True
models_v4,production_training_data_1m,weat_ma_7d,356,FLOAT,True
models_v4,production_training_data_1m,weat_ma_30d,357,FLOAT,True
models_v4,production_training_data_1m,weat_ma_200d,358,FLOAT,True
models_v4,production_training_data_1m,weat_rsi_14,359,FLOAT,True
models_v4,production_training_data_1m,weat_macd_line,360,FLOAT,True
models_v4,production_training_data_1m,weat_bb_upper,361,FLOAT,True
models_v4,production_training_data_1m,weat_bb_width,362,FLOAT,True
models_v4,production_training_data_1m,weat_atr_14,363,FLOAT,True
models_v4,production_training_data_1m,weat_momentum_10,364,FLOAT,True
models_v4,production_training_data_1m,adm_close,365,FLOAT,True
models_v4,production_training_data_1m,adm_pe_ratio,366,FLOAT,True
models_v4,production_training_data_1m,adm_beta,367,FLOAT,True
models_v4,production_training_data_1m,adm_analyst_target,368,FLOAT,True
models_v4,production_training_data_1m,adm_market_cap,369,FLOAT,True
models_v4,production_training_data_1m,bg_close,370,FLOAT,True
models_v4,production_training_data_1m,bg_pe_ratio,371,FLOAT,True
models_v4,production_training_data_1m,bg_beta,372,FLOAT,True
models_v4,production_training_data_1m,bg_analyst_target,373,FLOAT,True
models_v4,production_training_data_1m,bg_market_cap,374,FLOAT,True
models_v4,production_training_data_1m,ntr_close,375,FLOAT,True
models_v4,production_training_data_1m,ntr_pe_ratio,376,FLOAT,True
models_v4,production_training_data_1m,ntr_beta,377,FLOAT,True
models_v4,production_training_data_1m,ntr_analyst_target,378,FLOAT,True
models_v4,production_training_data_1m,ntr_market_cap,379,FLOAT,True
models_v4,production_training_data_1m,dar_close,380,FLOAT,True
models_v4,production_training_data_1m,dar_pe_ratio,381,FLOAT,True
models_v4,production_training_data_1m,dar_beta,382,FLOAT,True
models_v4,production_training_data_1m,dar_analyst_target,383,FLOAT,True
models_v4,production_training_data_1m,dar_market_cap,384,FLOAT,True
models_v4,production_training_data_1m,tsn_close,385,FLOAT,True
models_v4,production_training_data_1m,tsn_pe_ratio,386,FLOAT,True
models_v4,production_training_data_1m,tsn_beta,387,FLOAT,True
models_v4,production_training_data_1m,tsn_analyst_target,388,FLOAT,True
models_v4,production_training_data_1m,tsn_market_cap,389,FLOAT,True
models_v4,production_training_data_1m,brent_close,390,FLOAT,True
models_v4,production_training_data_1m,brent_rsi_14,391,FLOAT,True
models_v4,production_training_data_1m,brent_macd_line,392,FLOAT,True
models_v4,production_training_data_1m,brent_ma_30d,393,FLOAT,True
models_v4,production_training_data_1m,brent_ma_200d,394,FLOAT,True
models_v4,production_training_data_1m,copper_close,395,FLOAT,True
models_v4,production_training_data_1m,copper_rsi_14,396,FLOAT,True
models_v4,production_training_data_1m,copper_macd_line,397,FLOAT,True
models_v4,production_training_data_1m,copper_ma_30d,398,FLOAT,True
models_v4,production_training_data_1m,copper_ma_200d,399,FLOAT,True
models_v4,production_training_data_1m,natgas_yahoo_close,400,FLOAT,True
models_v4,production_training_data_1m,natgas_yahoo_rsi_14,401,FLOAT,True
models_v4,production_training_data_1m,natgas_yahoo_ma_30d,402,FLOAT,True
models_v4,production_training_data_1m,natgas_yahoo_momentum_10,403,FLOAT,True
models_v4,production_training_data_1m,natgas_yahoo_roc_10,404,FLOAT,True
models_v4,production_training_data_1m,cf_close,405,FLOAT,True
models_v4,production_training_data_1m,cf_pe_ratio,406,FLOAT,True
models_v4,production_training_data_1m,cf_beta,407,FLOAT,True
models_v4,production_training_data_1m,cf_analyst_target,408,FLOAT,True
models_v4,production_training_data_1m,cf_market_cap,409,FLOAT,True
models_v4,production_training_data_1m,mos_close,410,FLOAT,True
models_v4,production_training_data_1m,mos_pe_ratio,411,FLOAT,True
models_v4,production_training_data_1m,mos_beta,412,FLOAT,True
models_v4,production_training_data_1m,mos_analyst_target,413,FLOAT,True
models_v4,production_training_data_1m,mos_market_cap,414,FLOAT,True
models_v4,production_training_data_1m,dxy_yahoo_close,415,FLOAT,True
models_v4,production_training_data_1m,dxy_yahoo_rsi_14,416,FLOAT,True
models_v4,production_training_data_1m,dxy_yahoo_macd_line,417,FLOAT,True
models_v4,production_training_data_1m,dxy_yahoo_ma_30d,418,FLOAT,True
models_v4,production_training_data_1m,dxy_yahoo_ma_200d,419,FLOAT,True
models_v4,production_training_data_1m,brlusd_close,420,FLOAT,True
