title,source,category,url,published,content,intelligence_score,processed_timestamp,source_name,confidence_score,ingest_timestamp_utc,provenance_uuid
China-US Trade Event 20251007,GDELT,china_trade,https://www.yahoo.com/news/articles/warrantless-searches-tariffs-unitary-executive-110042230.html,2025-10-10 19:15:58.048529+00:00,"Trade event: None → USA, Score: 9.0",0.9,2025-10-10 19:15:58.048536+00:00,,,,
China-US Trade Event 20251007,GDELT,china_trade,https://www.yahoo.com/news/articles/warrantless-searches-tariffs-unitary-executive-110042230.html,2025-10-10 19:15:58.048493+00:00,"Trade event: None → USA, Score: 9.0",0.9,2025-10-10 19:15:58.048501+00:00,,,,
China-US Trade Event 20251008,GDELT,china_trade,https://www.tanzanianewsreports.com/adamawa-promotes-investment-opportunities-at-abuja-trade-fair/,2025-10-10 19:15:58.048457+00:00,"Trade event: NGA → None, Score: 3.4",0.33999999999999997,2025-10-10 19:15:58.048465+00:00,,,,
China-US Trade Event 20251008,GDELT,china_trade,https://www.tanzanianewsreports.com/adamawa-promotes-investment-opportunities-at-abuja-trade-fair/,2025-10-10 19:15:58.048419+00:00,"Trade event: NGA → None, Score: 3.4",0.33999999999999997,2025-10-10 19:15:58.048426+00:00,,,,
China-US Trade Event 20251008,GDELT,china_trade,https://www.tanzanianewsreports.com/adamawa-promotes-investment-opportunities-at-abuja-trade-fair/,2025-10-10 19:15:58.048376+00:00,"Trade event: NGA → None, Score: 3.4",0.33999999999999997,2025-10-10 19:15:58.048384+00:00,,,,
China-US Trade Event 20251010,GDELT,china_trade,https://www.newsghana.com.gh/business-leader-calls-ecg-tariff-request-subsidy-for-corruption/,2025-10-10 19:15:58.048321+00:00,"Trade event: None → None, Score: 3.4",0.33999999999999997,2025-10-10 19:15:58.048332+00:00,,,,
China-US Trade Event 20251010,GDELT,china_trade,https://www.newsghana.com.gh/business-leader-calls-ecg-tariff-request-subsidy-for-corruption/,2025-10-10 19:15:58.048221+00:00,"Trade event: GHA → None, Score: 3.4",0.33999999999999997,2025-10-10 19:15:58.048251+00:00,,,,
China-US Trade Event 20251007,GDELT,china_trade,https://www.yahoo.com/news/articles/warrantless-searches-tariffs-unitary-executive-110042230.html,2025-10-10 19:07:02.814957+00:00,"Trade event: None → None, Score: 9.0",0.9,2025-10-10 19:07:02.814962+00:00,,,,
China-US Trade Event 20251007,GDELT,china_trade,https://www.yahoo.com/news/articles/warrantless-searches-tariffs-unitary-executive-110042230.html,2025-10-10 19:07:02.814929+00:00,"Trade event: None → USA, Score: 9.0",0.9,2025-10-10 19:07:02.814935+00:00,,,,
China-US Trade Event 20251007,GDELT,china_trade,https://www.yahoo.com/news/articles/warrantless-searches-tariffs-unitary-executive-110042230.html,2025-10-10 19:07:02.814900+00:00,"Trade event: None → None, Score: 9.0",0.9,2025-10-10 19:07:02.814906+00:00,,,,
China-US Trade Event 20251007,GDELT,china_trade,https://www.yahoo.com/news/articles/warrantless-searches-tariffs-unitary-executive-110042230.html,2025-10-10 19:07:02.814872+00:00,"Trade event: USA → USA, Score: 9.0",0.9,2025-10-10 19:07:02.814878+00:00,,,,
China-US Trade Event 20251007,GDELT,china_trade,https://www.yahoo.com/news/articles/warrantless-searches-tariffs-unitary-executive-110042230.html,2025-10-10 19:07:02.814844+00:00,"Trade event: None → USA, Score: 9.0",0.9,2025-10-10 19:07:02.814850+00:00,,,,
China-US Trade Event 20251007,GDELT,china_trade,https://www.yahoo.com/news/articles/warrantless-searches-tariffs-unitary-executive-110042230.html,2025-10-10 19:07:02.814815+00:00,"Trade event: None → USA, Score: 9.0",0.9,2025-10-10 19:07:02.814822+00:00,,,,
China-US Trade Event 20251008,GDELT,china_trade,https://www.tanzanianewsreports.com/adamawa-promotes-investment-opportunities-at-abuja-trade-fair/,2025-10-10 19:07:02.814786+00:00,"Trade event: NGA → None, Score: 3.4",0.33999999999999997,2025-10-10 19:07:02.814793+00:00,,,,
China-US Trade Event 20251008,GDELT,china_trade,https://www.tanzanianewsreports.com/adamawa-promotes-investment-opportunities-at-abuja-trade-fair/,2025-10-10 19:07:02.814755+00:00,"Trade event: NGA → None, Score: 3.4",0.33999999999999997,2025-10-10 19:07:02.814761+00:00,,,,
China-US Trade Event 20251008,GDELT,china_trade,https://www.tanzanianewsreports.com/adamawa-promotes-investment-opportunities-at-abuja-trade-fair/,2025-10-10 19:07:02.814719+00:00,"Trade event: NGA → None, Score: 3.4",0.33999999999999997,2025-10-10 19:07:02.814726+00:00,,,,
China-US Trade Event 20251010,GDELT,china_trade,https://www.newsghana.com.gh/business-leader-calls-ecg-tariff-request-subsidy-for-corruption/,2025-10-10 19:07:02.814676+00:00,"Trade event: None → None, Score: 3.4",0.33999999999999997,2025-10-10 19:07:02.814684+00:00,,,,
China-US Trade Event 20251010,GDELT,china_trade,https://www.newsghana.com.gh/business-leader-calls-ecg-tariff-request-subsidy-for-corruption/,2025-10-10 19:07:02.814602+00:00,"Trade event: GHA → None, Score: 3.4",0.33999999999999997,2025-10-10 19:07:02.814622+00:00,,,,
China-US Trade Event 20251006,GDELT,china_trade,https://www.3aw.com.au/matthew-lloyds-gut-feel-on-how-merrett-trade-scenario-plays-out/,2025-10-08 22:30:22.853953+00:00,"Trade event: None → None, Score: 9.0",0.9,2025-10-08 22:30:22.853959+00:00,,,,
China-US Trade Event 20251007,GDELT,china_trade,https://www.yahoo.com/news/articles/warrantless-searches-tariffs-unitary-executive-110042230.html,2025-10-08 22:30:22.853926+00:00,"Trade event: None → None, Score: 9.0",0.9,2025-10-08 22:30:22.853931+00:00,,,,
China-US Trade Event 20251007,GDELT,china_trade,https://www.yahoo.com/news/articles/warrantless-searches-tariffs-unitary-executive-110042230.html,2025-10-08 22:30:22.853898+00:00,"Trade event: None → USA, Score: 9.0",0.9,2025-10-08 22:30:22.853904+00:00,,,,
China-US Trade Event 20251007,GDELT,china_trade,https://www.yahoo.com/news/articles/warrantless-searches-tariffs-unitary-executive-110042230.html,2025-10-08 22:30:22.853870+00:00,"Trade event: None → USA, Score: 9.0",0.9,2025-10-08 22:30:22.853876+00:00,,,,
China-US Trade Event 20251007,GDELT,china_trade,https://www.yahoo.com/news/articles/warrantless-searches-tariffs-unitary-executive-110042230.html,2025-10-08 22:30:22.853842+00:00,"Trade event: None → None, Score: 9.0",0.9,2025-10-08 22:30:22.853848+00:00,,,,
China-US Trade Event 20251007,GDELT,china_trade,https://www.yahoo.com/news/articles/warrantless-searches-tariffs-unitary-executive-110042230.html,2025-10-08 22:30:22.853811+00:00,"Trade event: USA → USA, Score: 9.0",0.9,2025-10-08 22:30:22.853818+00:00,,,,
China-US Trade Event 20251007,GDELT,china_trade,https://www.yahoo.com/news/articles/warrantless-searches-tariffs-unitary-executive-110042230.html,2025-10-08 22:30:22.853780+00:00,"Trade event: None → USA, Score: 9.0",0.9,2025-10-08 22:30:22.853787+00:00,,,,
China-US Trade Event 20251008,GDELT,china_trade,https://www.tanzanianewsreports.com/adamawa-promotes-investment-opportunities-at-abuja-trade-fair/,2025-10-08 22:30:22.853746+00:00,"Trade event: NGA → None, Score: 3.4",0.33999999999999997,2025-10-08 22:30:22.853753+00:00,,,,
China-US Trade Event 20251008,GDELT,china_trade,https://www.tanzanianewsreports.com/adamawa-promotes-investment-opportunities-at-abuja-trade-fair/,2025-10-08 22:30:22.853703+00:00,"Trade event: NGA → None, Score: 3.4",0.33999999999999997,2025-10-08 22:30:22.853711+00:00,,,,
China-US Trade Event 20251008,GDELT,china_trade,https://www.tanzanianewsreports.com/adamawa-promotes-investment-opportunities-at-abuja-trade-fair/,2025-10-08 22:30:22.853631+00:00,"Trade event: NGA → None, Score: 3.4",0.33999999999999997,2025-10-08 22:30:22.853654+00:00,,,,
